ngram,match_count,selectivity,bucket_lo,bucket_hi,bucket_span,rows_in_buckets,prune_rate,time_full_ms,time_fp_ms,speedup
ype,15,1.2209970466523436e-06,254,254,1,46074,0.9962495854715027,1035.6030419998206,57.35516599997936,18.055968001211838
yuû,1,8.139980311015624e-08,254,254,1,46074,0.9962495854715027,1144.361458000276,48.88770800016573,23.407958867623666
yvr,2,1.6279960622031248e-07,254,254,1,46074,0.9962495854715027,1004.8224580000351,56.095459000061965,17.91272370191186
yw ,2,1.6279960622031248e-07,254,254,1,46074,0.9962495854715027,1026.7936660002306,57.16687499989348,17.96133977941148
yxd,1,8.139980311015624e-08,254,254,1,46074,0.9962495854715027,1035.9107920003225,56.8448330004685,18.223482018001263
yûh,17,1.383796652872656e-06,254,254,1,46074,0.9962495854715027,1140.373374999399,56.3068330002352,20.2528416932033
yûn,2,1.6279960622031248e-07,254,254,1,46074,0.9962495854715027,1116.2837920001039,57.29470799997216,19.483191920633338
z.k,1,8.139980311015624e-08,254,254,1,46074,0.9962495854715027,1014.3307919997824,56.23162499978207,18.038439970456366
z32,1,8.139980311015624e-08,254,254,1,46074,0.9962495854715027,1020.8088340004906,55.216207999365,18.487485305260915
za3,1,8.139980311015624e-08,254,254,1,46074,0.9962495854715027,1039.9089590000585,48.569041000519064,21.41094280591097
zeb,224,1.8233555896675e-05,254,254,1,46074,0.9962495854715027,1007.3140000004059,176.20425000040996,5.716740657493008
zgv,6,4.883988186609374e-07,254,254,1,46074,0.9962495854715027,1014.8541669996121,56.51475000013306,17.95733267858785
zja,9,7.325982279914061e-07,255,255,1,49967,0.9959326960379948,993.5206249992916,58.501790999798686,16.98273861398039
zzb,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1052.2088750003604,58.04983300004096,18.125958691381904
¡bu,12,9.767976373218748e-07,255,255,1,49967,0.9959326960379948,1118.3627919999708,56.55383300018002,19.7751899857329
¡ep,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1133.780416999798,58.28383300013229,19.45274287292026
¡pe,33,2.686193502635156e-06,255,255,1,49967,0.9959326960379948,1151.5714170000138,198.86429100006353,5.790740063029445
«gu,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1136.3445830002092,57.797999999820604,19.660621180728334
«ka,3,2.441994093304687e-07,255,255,1,49967,0.9959326960379948,1141.2702089992308,52.581417000510555,21.704820335826046
«pu,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1158.9599170001748,49.927457999729086,23.21287650988487
«ti,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1150.7248749994687,51.9233750001149,22.161981477454464
«un,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1147.2835419999683,57.911917000637914,19.810836895406702
¿ne,6,4.883988186609374e-07,255,255,1,49967,0.9959326960379948,1117.8654590003134,58.109790999878896,19.23712750924613
¿po,200,1.6279960622031246e-05,255,255,1,49967,0.9959326960379948,1122.398083999542,186.62412499998027,6.014217529484254
¿re,27,2.1977946839742186e-06,255,255,1,49967,0.9959326960379948,1145.7703329997457,105.58962499999325,10.85116395668437
¿ru,4,3.2559921244062496e-07,255,255,1,49967,0.9959326960379948,1131.7130420002286,52.49675000050047,21.557773423867946
¿sí,5,4.0699901555078117e-07,255,255,1,49967,0.9959326960379948,1239.3049579995932,57.381500000701635,21.597639622255247
áci,5,4.0699901555078117e-07,255,255,1,49967,0.9959326960379948,1134.7202919996562,59.90008400021907,18.943550930504642
ämb,8,6.511984248812499e-07,255,255,1,49967,0.9959326960379948,1129.1152920002787,58.483042000261776,19.306712738971832
äte,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1155.2831669996522,59.11529199966026,19.542881848681247
åsk,4,3.2559921244062496e-07,255,255,1,49967,0.9959326960379948,1156.4617089998137,57.35141599961935,20.164483977300392
æsj,2,1.6279960622031248e-07,255,255,1,49967,0.9959326960379948,1128.6016659996676,50.15804200047569,22.50091153855177
çiç,9,7.325982279914061e-07,255,255,1,49967,0.9959326960379948,1245.4612080000516,53.030417000627494,23.48578944769215
é s,15,1.2209970466523436e-06,255,255,1,49967,0.9959326960379948,1146.2756250002712,57.75904199981596,19.845821282907075
êtt,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1112.7010840000366,57.48849999963568,19.355194238971066
í d,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1116.5940420005427,57.42074999943725,19.445828241732926
így,21,1.7093958653132809e-06,255,255,1,49967,0.9959326960379948,1120.203292000042,58.10904200006917,19.27760729558592
óbu,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1111.2084169999434,56.992083999830356,19.497592279714688
ô e,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1088.5974160000842,54.88195799989626,19.835251067429883
ö (,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1131.412624999939,51.065667000329995,22.156033426384653
ömü,6,4.883988186609374e-07,255,255,1,49967,0.9959326960379948,1236.4294999997583,59.284124999976484,20.85599644087264
öpp,18,1.4651964559828122e-06,255,255,1,49967,0.9959326960379948,1136.935665999772,58.83820800045214,19.323084516629656
øre,14,1.1395972435421874e-06,255,255,1,49967,0.9959326960379948,1133.0127500004892,58.05850000069768,19.515019333721575
úpa,3,2.441994093304687e-07,255,255,1,49967,0.9959326960379948,1150.6867919997603,49.78958399988187,23.110994299580618
útr,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1150.7071670002915,49.74495799979195,23.132136668104216
übr,1,8.139980311015624e-08,255,255,1,49967,0.9959326960379948,1158.0174580003586,57.39379199985706,20.17670235141882
